count,country,region,city,geo_id,label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,gnd,tgn,viaf,wikidata,number_of_results
2288,Deutschland,Bayern,Würzburg,00003631,Würzburg,Würzburg,,Würzburg,,inhabited places,"The city of Würzburg is located in the district of Unterfranken in south-central Germany, lying on the canalized Main River. Celts and Romans were established here, although no settlement was mentioned until 704. St. Bonaface set up a bishopric here in 741-742, and by the 12th century these bishops also ruled as dukes of Franconia. Würzburg was an important medieval city; and thrived as a splendid episcopal see until 1802 when it was secularized and passed to Bavaria. In 1805 it joined the Confederation of the Rhine, in 1814 returned to Bavaria, and became again an episcopal see in 1921. It was an important city for the Nazis, and was badly damaged in World War II. However, it underwent thorough reconstruction, and much of its historic architecture was restored, notably the episcopal residence designed by Balthasar Neumann, the medieval Main Bridge, the Marienberg Fortress whose courtyard contains the Round Church, one of the oldest churches, 706, existing in Germany now. There are many other medieval, Baroque, and Rococo churches. The University of Würzburg founded in 1582 still operates. The modern city produces paper, electronics, steel, and wine. The 2004 estimated population was 132,900.","city in the region of Franconia, Northern Bavaria, Germany",http://vocab.getty.edu/tgn/7004335,http://www.wikidata.org/entity/Q2999,,http://vocab.getty.edu/tgn/7004335,,,1
2131,Italien,Piemonte & Piemont,Turin,08120297,Torino,Turin,,,,inhabited places,"Located on Po river near junction with other rivers; Taurini town was partly destroyed by Hannibal 218 BCE; was important Roman military town; part of Lombard kingdom, then of Frankish empire; ruled by Savoy from the 11th century and held by the French in the 16th and 19th centuries.",city and commune in Italy,http://vocab.getty.edu/tgn/7005688,http://www.wikidata.org/entity/Q495,,,,,1
2103,Großbritannien,,Chatsworth House,20953576,Chatsworth House,Chatsworth,,,,mansions,"Home of the Cavendish family and the Dukes of Devonshire, it is one of Britain's greatest and most beautiful houses; also Chatsworth Park.",,http://vocab.getty.edu/tgn/7025163,,,,,,1
2010,Großbritannien,,Edinburgh,20953640,Edinburgh,Edinburgh,,,,inhabited places,Located on S shore of Firth of Forth; inhabited by Romans in 2nd century and Lothians in 6th century; divided into 12th-century Old Town and 18th-century New Town; became major textile and industrial center in 18th century; noted for Georgian architecture.,"capital city of Scotland, UK",http://vocab.getty.edu/tgn/7009546,http://www.wikidata.org/entity/Q23436,,,,,1
1999,Deutschland,Hessen,Darmstadt,00000791,Darmstadt,Darmstadt,,Darmstadt,,inhabited places,"The city of Darmstadt is located on the sloping plain between the Odenwald plateau and the Rhine River in south central Germany, in the state of Hessen south of Frankfurt am Main. First mentioned in the 11th century, it received a town charter in 1330. Ruled by the counts of Katzenelnbogen in the 14th century, it was deeded to the landgraves of Hessen in 1479.The French burned the town twice in the late 17th century. When it became a grand duchy in the early 19th century, the first grand duke Ludwig I expanded the town by building a new section.  From 1919 to 1945 it served as the capital of the state of Hessen. It was heavily damaged in World War II, but much of its old city survived and the new city was rebuilt. Historic structures include the 108-foot tall statue of the landgraf Ludwig X, the ducal palace, 1568-95, and the Russian Church, 1898-99, commissioned by Tsar Nicholar II for his wife the Tsarina Alexandra who was born in Darmstadt. The city also boats of a technical university, a school of engineering, art, and music, The Darmstädter Gesprache, a seminar with accompanying art exhibits, is held annually. It was a wide range of industries, including the production of kitchen ranges, radios, machinery, and chemicals. The 2004 estimated population was 139,400.","city in Hesse, Germany",http://vocab.getty.edu/tgn/7004428,http://www.wikidata.org/entity/Q2973,,http://vocab.getty.edu/tgn/7004428,,,1
1718,Großbritannien,,London,20953783,London,London,Londra,,Londres,inhabited places,"Longtime seat of the British Empire and capital of the United Kingdom. It lies astride the River Thames 50 miles (about 80 km) upstream from its estuary on the North Sea. It has burned and been rebuilt several times, notably in revolt of Queen Boudicca in 60 CE and in the Great Fire of 1666. It became a large trade center in the Middle Ages and expanded rapidly during the 16th and 17th centuries and during the Industrial Revolution. During World War II the city was heavily bombed. London is not to be confused with Greater London which refers to all 32 London boroughs (Inner and Outer London boroughs) and the City of London; London is used to refer to the 12 Inner London boroughs and the City of London.",capital and largest city of England and the United Kingdom,http://vocab.getty.edu/tgn/7011781,http://www.wikidata.org/entity/Q84,https://d-nb.info/gnd/4074335-4,,,,1
1714,Deutschland,Rheinland-Pfalz,Mainz,00001741,Mainz,Mainz,,Mainz,,inhabited places,"The city of Mainz, the capitol of the German state of Rhineland-Palatinate, is located on the Rhine river at the mouth of the Main river, some 20 miles west southwest of Frankfurt am Main. Originally a Celtic settlement, a Roman military camp was founded here by the Roman general Drusus 14-9 BCE. It became self-governing from 1118 to 1462, when a rebellion caused it to lose its free city privileges, and the leader of the league of Rhenish towns from 1254. It was a French possession from 1797 to 1815, and occupied by the French army from 1918 to 1930. It was almost totally destroyed in World War II, but has been rebuilt. Surviving historic architecture includes an 11th-century Romanesque cathedral, a 17th-century elector's palace, and a 19th-century German fortress built on the site of the old Roman military post. Mainz had a university from 1477 to 1816, but a new one, the Johannes Gutenberg University, it in 1946, honoring its native son who invented movable type here. The city is an educational center, with the Max Planck Institute for Chemistry, the Institute for Economic Research, and the Academy of Sciences and Literature. There are many museums of art, history, and natural history, the Gutenberg Museum among them. The city's economic activities include the wine trade for the Rhineland, the manufacture of pharmaceuticals and other chemicals, machinery, glassware, and musical instruments. It is known for its wine and pre-Lenten festivals. The 2005 population was calculated at 187,940.","capital of the federal state Rhineland-Palatinate, Germany",http://vocab.getty.edu/tgn/7004449,http://www.wikidata.org/entity/Q1720,https://d-nb.info/gnd/4037124-4,http://vocab.getty.edu/tgn/7004449,,,1
1697,Deutschland,Baden-Württemberg,Schwäbisch Gmünd,00030304,Schwäbisch Gmünd,,,Schwäbisch Gmünd,,inhabited places,"The city of Schwäbisch Gmünd in Baden-Württemberg in southwestern Germany is located on Rems River east of Stuttgart, north of the Swabian Alps. Roman fortifications raised against the Germanic tribes, were located in the northern part of the city. Chartered in 1162, it enjoyed the status of a free imperial city from 1268 to 1802. Its historic architecture includes the Romanesque Johanneskirche, built around 1230, and the Gothic Cathedral of the Holy Cross built in the 14th century. Ruins of the Roman fortifications still remain. It has been an important center of precious metalworking since the 14th century, and today produces both jewelry and glassware. The 2004 estimated population was 61,800.",,http://vocab.getty.edu/tgn/7012707,,,http://vocab.getty.edu/tgn/7012707,,,1
1656,Italien,Marche & Marken,Urbania,08120528,Urbania,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7003992,http://www.wikidata.org/entity/Q190134,,http://vocab.getty.edu/tgn/7003992,,,1
1609,Deutschland,Nordrhein-Westfalen,Köln,00001471,Köln,Cologne,,Köln,,inhabited places,"The western German city of Cologne is situated on the west bank of the Rhine. The fourth-largest city in Germany, it serves the entire Rhine region as its historical, economic, and cultural center. The first settlement on the site was a Roman fortification. Franks captured it in 456. It became the seat of a powerful archbishop, and became independent in 1288. A member of the Hanseatic League, it declined in the Thirty Years' War of the 17th century. Prussia took it over in 1815. The heavy shipping traffic of the Rhine and the intersection of major east-west trade routes at the city caused it to recover and prosper. The inner city was almost entirely destroyed in World War II. The city has been rebuilt and continues as a commercial center. Some historic architecture survives, notables the great Gothic cathedral in the middle of the inner city, which was designated as a World Heritage site in 1996. Cologne has a wealth of museums and galleries, notably the Wallraf-Richartz and Ludwig museum complex, whose collection encompasses medieval art to modern works, the Rautenstrauch-Joest Museum, and the Schnütgen Museum of medieval ecclesiastical art. Educational institutions include the University of Cologne, founded in 1388. The modern city has a highly diversified economy, and serves as a banking center as well as a manufacturing city, notably producing motor vehicles, pharmaceuticals, electronics, and the city's famous eau de cologne, made since the beginning of the 18th century. The population estimate for 2004 was 969,500.","most populous city in North Rhine-Westphalia, Germany",http://vocab.getty.edu/tgn/7004446,http://www.wikidata.org/entity/Q365,,http://vocab.getty.edu/tgn/7004446,,,1
