count,country,region,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
429,France,,Montpellier,Montpellier,Montpellier,,,,inhabited places,"Montpellier was one of the pilgrimage sites on route to the Cathedral of Santiago de Compostela. Montpellier was originally known in the 10th century for having two Bourgs called Montpellier and Montpellieret; they were seperate until the 14th century. It is famous for the terraced 17th- and 18th-century Promenade du Peyrou  which offers spectacular views. Montpellier is the site of the oldest Botanical Gardens in France which was founded by Henry IV in 1593. It has an important French paintings museum called the Fabre Museum and is the seat of International Vine and Wine Fair. Historic sites include city walls, early churches, and hospitals. ","city in Hérault, France",http://vocab.getty.edu/tgn/7009369,http://www.wikidata.org/entity/Q6441,
419,Italy,,Turin,Torino,Turin,,,,inhabited places,"Located on Po river near junction with other rivers; Taurini town was partly destroyed by Hannibal 218 BCE; was important Roman military town; part of Lombard kingdom, then of Frankish empire; ruled by Savoy from the 11th century and held by the French in the 16th and 19th centuries.",city and commune in Italy,http://vocab.getty.edu/tgn/7005688,http://www.wikidata.org/entity/Q495,
416,United States,Rhode Island,Providence,Providence,,,,,inhabited places,"Located at head of Narragansett Bay on Providence river; purchased by Roger Williams from Amerindians in 1636; grew as trade center for slaves, molasses and rum 1680s; destroyed British tea and housed troops in Revolutionary War; damaged in hurricane of 1938.","capital city of Rhode Island, United States",http://vocab.getty.edu/tgn/7013952,http://www.wikidata.org/entity/Q18383,
408,United States,Massachusetts,Williamstown,Williamstown,,,,,inhabited places,"Located on Hoosic River; noted as site of Williams College, founded in 18th cen.; also is site of earliest observatory in the nation, founded in 1838.",,http://vocab.getty.edu/tgn/7014630,,
407,Belgium,,Antwerp,Antwerpen,Antwerp,,Antwerpen,Anvers,inhabited places,"The city of Antwerp is located on both sides of the Schelde River on a vast alluvial plain. Known to have been inhabited since the 2d century BCE, it has been important commercial center since the 12th century. It flourished in the 15th century under Philip the Good of Burgundy, when a famous academy of painting was founded there. It is noted as one of world's major seaports. Its population by a 2003 estimate is 450,000 and it is the second largest city in Belgium.","municipality in the province of Antwerp, Belgium",http://vocab.getty.edu/tgn/7007856,http://www.wikidata.org/entity/Q12892,
407,Switzerland,,Basel,Basel,Basel,Basilea,Basel,Bâle,inhabited places,"Originally was a Celtic settlement of the Rauraci tribe and later site of a Roman fortification established in 374 BCE by the Emperor Valentinian I. Bishop of Augusta Rarica moved his see here in 5th century and it became the site of the Counsel of Basel from 1431 to 1449. . With the establishment of the university here by pope Pius II in 1460, it became center of humanism and the Reformation in 16th century. The city split into two small cantons in 1833, with agricultural section becoming the present say Basel-Land, and the city section becoming the Basel-Stadt.",city on the Rhine in Switzerland,http://vocab.getty.edu/tgn/7007269,http://www.wikidata.org/entity/Q78,
399,Germany,,Dresden,Dresden,,,,,inhabited places,"The eastern German city of Dresden is located in the Elbe river valley some 100 miles south of Berlin. The original Slav village of Drezdzen was settled on the north bank of the Elbe, and a German town was founded on the south bank in the early 13th century. The city was variously held by Bohemia, Brandenburg, and Meissen in the 14th century, then went to Saxony in 1489. It was leveled by fire in 1491, and was damaged in wars in 1756 and 1813, and notably in World War II when it was almost totally destroyed by bombing. In the 19th century Dresden grew and prospered, thanks to its railway connections to Leipzig and Berlin and the development of industries in its outlying areas. Before World War II it had hundreds of fine Baroque and Rococo buildings. After the war, restoration began around the Rococo museum the Zwinger , and the area outside was rebuilt along modern lines. The ruins of the Frauenkirche built 1726-1743 were left as a war memorial. Dresden is a cultural center with many museums and art galleries, a celebrated opera house, symphony orchestra, and state theater. It has many educational institutions including colleges of music, art, teaching, and medicine. There are also institutes for science and research. Local industry specializes in the manufacture of high-end products such as optical and precision instruments. It is a transportation hub with an airport, extensive rail connections, and connections via the Elbe river to distant places. The calculated population for 2005 was 480,801.",capital city of the Free State of Saxony in Germany,http://vocab.getty.edu/tgn/7004455,http://www.wikidata.org/entity/Q1731,
391,Scotland,,East Lothian,East Lothian,,,,,,,council area of Scotland; lieutenancy area,,http://www.wikidata.org/entity/Q207257,
387,England,,Chatsworth,,,,,,,,,,,
385,Spain,,Toledo,Toledo,Toledo,,,,inhabited places,Captured by general Marcus Fulvius Nobilior for Rome 193 BCE; residence of Visigothic court 6th cen.; captued by Alfonso VI 1085; King Ferdinand III & Archbishop Rodrigo Jimenez de Rada began construction of cathedral 1226; famous swords & marzipan.,municipality in central Spain,http://vocab.getty.edu/tgn/7008719,http://www.wikidata.org/entity/Q5836,
377,England,,Norwich,Northwich,Northwich,,,,inhabited places,Site of a Roman settlement on the Roman road of Watling Street; occupation began in the Flavian period (1st century CE) with a fort and continued into the Antonine period. Town that has been producing salt since the Middle Ages; damaged by subsidence from salt mining; a medieval motte and bailey on Castle Hill.,,http://vocab.getty.edu/tgn/1030211,,
368,United States,New York,Albany,Albany,Albany,,,,inhabited places,Located on Hudson River; second oldest permanent European settlement in Colonies; established as fur-trading center and meeting place for Europeans and Amerindians; colonized by Dutch West India Company in 17th cen.; expanded after arrival of Erie Canal in 1825.,"capital city of the State of New York, United States, and seat of Albany County",http://vocab.getty.edu/tgn/7013266,http://www.wikidata.org/entity/Q24861,
363,Italy,,Modena,Modena,Modena,Modena,,,inhabited places,"Under Etruscan & Boian rule until passing to Rome ca. 218 BCE; important center along ancient Via Aemilia until 4th cen. CE; sacked by Huns, then Lombards; restored by bishop in 9th cen.; torn by Guelph-Ghibelline strife; ruled by House of Este from 1288.",Italian city and municipality,http://vocab.getty.edu/tgn/7009565,http://www.wikidata.org/entity/Q279,
358,Italy,,Pisa,Pisa,Pisa,Pisa,,,inhabited places,"Located on Arno river, six miles from Ligurian sea, it was developed as Roman naval base. It became a leading medieval city-state and maritime power; made commercial contacts in Syria during the 11th-century Crusades. Pisa was a Ghibelline stronghold; a series of wars was fought from the mid-13th century through the early 14th century between Guelf-controlled Florence and allies (Montepulciano, Bologna, and Orvieto) and their Ghibelline opponents (Pisa, Siena, Pistoia, and Arezzo). Pisa was held by Florence from the 15th century.","city in Tuscany, Central Italy",http://vocab.getty.edu/tgn/7006082,http://www.wikidata.org/entity/Q13375,
350,United States,Louisiana,New Orleans,New Orleans,,,,,inhabited places,"Located at mouth of Mississippi-Missouri river body; largest city in Louisiana; founded by French; ceded to Spain in 1763; won final victory over British in War of 1812; seceded from Union at onset of Civil War; Union navy obtained site in 1862; site of famous Mardi Gras festival; birthplace of jazz; noted for mixed culture of French, Spanish, African, Arcadian (Canadian), Native American, English, Irish, German, and Caribbean descent.","largest city of the state of Louisiana, United States",http://vocab.getty.edu/tgn/7014214,http://www.wikidata.org/entity/Q34404,
342,Italy,,Verona,Verona,Verona,,,,inhabited places,Founded by Euganei or Raeti; was Roman colony; occupied by Ostrogoths under Theoderic 489; captured by Charlemagne 774; independent commune from 12th cen.; held by Venice 1405-1797; ceded to Austria by Napoleon; united to Kingdom of Italy 1866.,"city in Veneto, northern Italy",http://vocab.getty.edu/tgn/7003262,http://www.wikidata.org/entity/Q2028,
342,United States,Missouri,St. Louis,Saint Louis City,,,,,independent cities,The county-level entity containing the city of Saint Louis exclusively.,,http://vocab.getty.edu/tgn/7022240,,
337,United States,Massachusetts,Salem,Salem,,,,,inhabited places,Settled by immigrants from Plymouth in early 17th cen.; infamous for witchcraft trials of 1692; was prosperous base for privateers in Revolution & War of 1812; was home of Nathaniel Hawthorne & setting for his novel House of the Seven Gables.,,http://vocab.getty.edu/tgn/7014447,,
335,England,,Manchester,Manchester,Manchester,,,,inhabited places,"Located on the River Irwell; destroyed by Danes in 870 and rebuilt in 920; prototype of industrial city, with cotton mills and mining; world's first railway in 1830 and major inland port with opening of canal 1894; known for its reform movements and liberal policies; textile tradition here dates back to 14th-century Flemish weavers; home of the Halle Orchestra and Old Trafford cricket ground.","major city in Greater Manchester, England, UK",http://vocab.getty.edu/tgn/7010477,http://www.wikidata.org/entity/Q18125,
