count,country,region,district,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
232,Svizzera,,,Ginevra,Genève,Geneva,Ginevra,Genf,Genève,inhabited places,"Originally a fortified settlement of the Allobrogian Celts, it was conquered by the Romans and was part of Roman Gaul until it passed to the Burgundian kingdom and served as its capital from 443 to 534. John Calvin established a theocratic state in 1541 and made 16th Geneva the center of Protestant Europe. Annexed to France in 1798 and admitted to the ranks of Swiss cantons in 1814. From 1920 to 1946, it was the seat of the League of Nations, its building later taken over by the UN. Site of many international conferences dealing with political developments, most notably Vietnam in 1954 and Laos in 1962.",city in Switzerland and capital of its canton,http://vocab.getty.edu/tgn/7007279,http://www.wikidata.org/entity/Q71,
230,Francia,Provenza-Alpi-Costa Azzurra,,Avignone,,,,,,,,,,,
223,Germania,,,Colonia,Köln,Cologne,,Köln,,inhabited places,"The western German city of Cologne is situated on the west bank of the Rhine. The fourth-largest city in Germany, it serves the entire Rhine region as its historical, economic, and cultural center. The first settlement on the site was a Roman fortification. Franks captured it in 456. It became the seat of a powerful archbishop, and became independent in 1288. A member of the Hanseatic League, it declined in the Thirty Years' War of the 17th century. Prussia took it over in 1815. The heavy shipping traffic of the Rhine and the intersection of major east-west trade routes at the city caused it to recover and prosper. The inner city was almost entirely destroyed in World War II. The city has been rebuilt and continues as a commercial center. Some historic architecture survives, notables the great Gothic cathedral in the middle of the inner city, which was designated as a World Heritage site in 1996. Cologne has a wealth of museums and galleries, notably the Wallraf-Richartz and Ludwig museum complex, whose collection encompasses medieval art to modern works, the Rautenstrauch-Joest Museum, and the Schnütgen Museum of medieval ecclesiastical art. Educational institutions include the University of Cologne, founded in 1388. The modern city has a highly diversified economy, and serves as a banking center as well as a manufacturing city, notably producing motor vehicles, pharmaceuticals, electronics, and the city's famous eau de cologne, made since the beginning of the 18th century. The population estimate for 2004 was 969,500.","most populous city in North Rhine-Westphalia, Germany",http://vocab.getty.edu/tgn/7004446,http://www.wikidata.org/entity/Q365,
221,Italia,Toscana,Pistoia,Pistoia,Pistoia,,,,,inhabited places,"Located on Ombrone river; noted as site of death of Roman demagogue Catiline in battle of 63 BCE; important early Christian center; flourished as prosperous, free commune from the 11th century; became important banking center; held by Florence from the 14th century. A series of wars was fought from the mid-13th century through the early 14th century between Guelf-controlled Florence and allies (Montepulciano, Bologna, and Orvieto) and their Ghibelline opponents (Pisa, Siena, Pistoia, and Arezzo).",Italian comune,http://vocab.getty.edu/tgn/7005060,http://www.wikidata.org/entity/Q13376,
219,Stati Uniti d'America,South Carolina,,Greenville (SC),Society Hill,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2096725,,
208,Italia,Umbria,Perugia,Gubbio,Gubbio,,,,,inhabited places,"Roman town grew up on ruins of Umbrian settlement; sacked by Goths in 5th cen. CE; recovered & was a powerful medieval commune; ruled by Montefeltro dukes of Urbino from 1384, later by Papal States; legendary scene of treaty between St. Francis & a wolf.",,http://vocab.getty.edu/tgn/7005048,,
198,Italia,Umbria,Perugia,Città di Castello,Città di Castello,,,,,inhabited places,"Located on the Tiber river; was devastated by Totila the Goth; flourished under Vitelli family during the Renaissance, when much of the town's architecture was constructed; today town produces furniture, textiles, machinery & cement.",Italian comune,http://vocab.getty.edu/tgn/7005039,http://www.wikidata.org/entity/Q20413,
193,Stati Uniti d'America,Connecticut,,New Haven (CT),New Haven,New Haven,,,,inhabited places,Located on Quinnipiac River in S central Connecticut; in 1643 merged with neighboring areas to form New Haven Colony; in 1664 merged with chartered Connecticut Colony; was co-capital with Hartford 1701-1875; sided with British during American Revolution.,"city in Connecticut, United States",http://vocab.getty.edu/tgn/7014210,http://www.wikidata.org/entity/Q49145,
188,Svezia,,,Stoccolma,Stockholm,Stockholm,,Stockholm,Comté de Stockholm,counties,,capital and largest city of Sweden,http://vocab.getty.edu/tgn/7003777,http://www.wikidata.org/entity/Q1754,
184,Italia,Umbria,Terni,Orvieto,Orvieto,,Orvieto,,,inhabited places,"Located on Poglia river; was one of 12 ancient cities of Etruria; sacked and taken by Rome in 264 BCE; later ruled by Goths, Byzantines and Lombards; was an independent commune in 12th century; torn by civil strife and external wars. A series of wars was fought from the mid-13th century through the early 14th century between Guelf-controlled Florence and allies (Montepulciano, Bologna, and Orvieto) and their Ghibelline opponents (Pisa, Siena, Pistoia, and Arezzo). Orvieto was taken by the papacy in 1448.",,http://vocab.getty.edu/tgn/7005124,,
184,Stati Uniti d'America,Michigan,,Detroit (MI),Detroit,Detroit,,,,inhabited places,Located on Detroit river; French established fort & fur-trading post here in 1701; captured by British in French and Indian Wars in 1760; passed to US in 1796; destroyed by fire in 1805; city was rebuilt and flourished after introduction of steamboats.,"city in and county seat of Wayne County, State of Michigan, United States",http://vocab.getty.edu/tgn/7013547,http://www.wikidata.org/entity/Q12439,
181,Francia,Borgogna-Franca Contea,,Digione,,,,,,,,,,,
178,Svizzera,,,Lugano,Lugano,,Lugano,,,inhabited places,"Possession of Milan, town was occupied by French in 1499, taken by Swiss in 1512; part of Ticino since 1803; was seat of bishop of Italian-speaking Switzerland from 1888.","city in the canton of Ticino, Switzerland",http://vocab.getty.edu/tgn/7007289,http://www.wikidata.org/entity/Q7024,
176,Italia,Lombardia,Mantova,Mantova,Mantova,Mantua,,,,inhabited places,"On Minico River; Latin Poet Virgil born nearby 70 BC; Lombard League member 1167; contolled by Bonacolsi 1267-1328, Gonzagas 1328-1707 and by French 1797 until joining Kingdom of Italy 1866; site of Sant' Andrea cathedral begun by Alberti in 1472; named an UNESCO World Heritage Site along with Sabbioneta as examples of Renaissance town planning.",Italian comune and city,http://vocab.getty.edu/tgn/7005879,http://www.wikidata.org/entity/Q6247,
174,Belgio,,,Bruxelles,Bruxelles,Brussels,,Brüssel,Bruxelles,inhabited places,"The city of Brussels is the capital of modern Belgium. The original village grew up around a chapel on an island in the Zenne River. By the 6th century, it found itself located on an important trade route, and became a flourishing commercial center specializing in woolens in the medieval period. The merchant aristocracy was forced to share power with the craftsmen after their revolt in 1421. It was ruled successively by the Duke of Burgundy, then the Holy Roman Empire. It was part of the Spanish Netherlands from 1530, then of modern Belgium from 1830. In the 20th and early 21st centuries, it produced textiles, chemicals, electrical equipment, machinery, rubber goods and brewed beverages. It has become something of an international capital since it became the headquarters of the European Union.",municipality and capital city of Belgium,http://vocab.getty.edu/tgn/7007868,http://www.wikidata.org/entity/Q239,
170,Italia,Emilia Romagna,Reggio nell'Emilia,Reggio nell'Emilia,Reggio nell'Emilia,,,,,inhabited places,Located on Crostolo river; was founded by Romans on the Via Aemilia; was member of Lombard League in 12th cen.; later ruled by bishops; ruled by counts of Canossa from 10th cen.; independent in 12th cen.; held by Este family of Modena 1409-1796.,Italian commune (comune) in Emilia-Romagna,http://vocab.getty.edu/tgn/7005020,http://www.wikidata.org/entity/Q13360,
169,Italia,Marche,Ancona,Fabriano,Fabriano,,,,,inhabited places,Town of ancient origin; noted for school of painting founded in 14th cen. by Allegretto Nuzi; most famous painter from this town was Gentile da Fabriano (died 1427).,,http://vocab.getty.edu/tgn/7004004,,
166,Italia,Lombardia,Cremona,Cremona,Cremona,,Cremona,,Crémone,inhabited places,"On the north bank of the Po River; Roman poet Virgil attended school here; sacked by Goths amd Huns in the 5th century; joined Lombard League in 1167; under Venetian rule 1499-1509, Spanish from 1535, and Austrian after 1707; noted for a museum of antique musical instruments.",Italian city in Lombardy,http://vocab.getty.edu/tgn/7005868,http://www.wikidata.org/entity/Q6231,
165,Italia,Emilia Romagna,Ravenna,Faenza,Faenza,,,,,inhabited places,"Town on an ancient site. According to legend, had Etruscan and Celtic roots. Was site of Sulla's victory that made him dictator of Rome in 82 BCE; site of Totila the Ostrogth's victory over Justinian in 542 CE; famed for tin-glazed earthenware since Middle Ages, called ""faience"" after the town; was connected to Adriatic Sea by canal in 1782; damaged in WW II.",,http://vocab.getty.edu/tgn/7004995,,
164,Italia,Toscana,Firenze,Fiesole,Fiesole,,,,,inhabited places,"Hill town located above Florence; was an important Etruscan center,  founded 8th-9th century BCE; was conquered by Rome in 283 BCE; taken by Florence in 1125 CE; noted as home of painter Fra Angelico.",Italian comune,http://vocab.getty.edu/tgn/7006141,http://www.wikidata.org/entity/Q82670,
164,Svizzera,,,Kreuzlingen,Kreuzlingen,,,Kreuzlingen,,inhabited places,,,http://vocab.getty.edu/tgn/7007287,,
161,Svizzera,,,Lucerna,Luzern,Luzern,Lucerna,Luzern,,inhabited places,"Located on the W shore of Lake Lucerne, 25 m. SSW of Zurich. Former fishing village that evolved near an 8th century Benedictine monastery of St. Leodegar (Luciaria). Chartered as a city in 1180 and developed into important trade center after the St. Gotthard Pass opened route between the upper Rhine and Lombardy ca. 1230. Purchased by the Hapsburgs in 1291. Capital of the Helvetic Republic from 1798 to 1803. Site of a summer music festival since 1938.","city at Lake Lucerne, in central Switzerland",http://vocab.getty.edu/tgn/7007280,http://www.wikidata.org/entity/Q4191,
159,Danimarca,,,Copenaghen,København,Copenhagen,,Kopenhagen,Copenhague,inhabited places,"The city of Copenhagen is the capital and the largest city in Denmark. It is situated on the islands of Zealand and Amager on the Øresund sound. Its development began around the 10th century when a small fishing village was founded on the site of the modern city. In 1167 ramparts and a moat were built there, with a castle on a small islet off the coast. It became the capital of the kingdom of Denmark and the royal residence in 1445. During the strife of the Protestant Reformation the town was often sacked, was twice destroyed by the Hanseatic League. In the late 16th century, the city's trade began to prosper and the city extended its boundaries. It was besieged by Sweden, 1658-1660, and bombarded by the British in 1801 and 1807. Its ramparts were torn down in 1856 and the city continued to grow, reaching out to incorporate many nearby towns. It was occupied by Germany from 1940 to 1945. Despite the sackings and two major fires in the 18th century, much remains of the city's historic architecture, a lot of it now converted to administrative and academic use. In the King's New Square, laid out in the 17th century, are the Thott Palace, now the French Embassy, and the Charlottenberg Palace, now the Royal Academy of Fine Art. Christiansborg Palace on the islet of Slotsholmen, built on the ruins of the castle built there in 1167, now houses the Danish Parliament, Supreme Court, and Foreign Office. Other notable structures include the Petri Church, which after 1585 became the parish church for the German residents, the 17th-century citadel, and the University of Copenhagen, founded in 1479. The city has been a center of commerce and shipping since medieval times, and is now also an industrial center with shipbuilding, brewing, canning, and machinery manufacture being major activities. For institutions of higher learning, besides the University of Copenhagen, are the Royal Academy of Music (1867), the Technical University of Denmark (1829), the Engineering Academy of Denmark (1957), and the Copenhagen School of Economics and Business Administration (1917). The 2004 population estimate was 619,900.",capital and largest city of Denmark,http://vocab.getty.edu/tgn/7003474,http://www.wikidata.org/entity/Q1748,
